Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,22.940431,-
6,20.220534,-
7,19.804754,-
8,3.958567,-
9,1.972017,-
10,0.728299,-
11,1.994898,-
12,2.266874,-
13,4.261921,-
14,2.477967,-
15,4.963807,-
16,100,Daño
17,6.527166,-
18,0.371481,-
19,0.784295,-
20,3.895301,-
21,3.852758,-
22,12.947354,-
23,14.391123,-
24,1.061971,-
25,1.698627,-
26,0.151794,-
27,0.45688,-
28,1.778714,-
29,1.05144,-
30,0.812766,-
31,1.720574,-
32,2.463398,-
33,0.813971,-
34,0.396826,-
35,0.229415,-
36,0.531139,-
37,0.426625,-
38,0.586872,-
39,0.517,-
40,1.118295,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
