Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.640139,-
6,11.603009,-
7,4.300694,-
8,1.072487,-
9,1.047494,-
10,1.186511,-
11,1.140443,-
12,1.064726,-
13,2.211402,-
14,1.56033,-
15,1.434002,-
16,2.743227,-
17,1.083186,-
18,1.065704,-
19,1.080171,-
20,1.098588,-
21,100,Daño
22,5.08636,-
23,16.600901,-
24,4.084313,-
25,1.072028,-
26,1.033103,-
27,1.027813,-
28,1.143365,-
29,1.172543,-
30,1.412174,-
31,1.521227,-
32,1.47568,-
33,1.053067,-
34,1.020337,-
35,1.019555,-
36,1.090439,-
37,1.025814,-
38,1.173113,-
39,1.041762,-
40,1.085084,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
