Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,14.799139,-
6,6.999732,-
7,13.778576,-
8,7.256296,-
9,-6.376505,-
10,-6.712684,-
11,-6.612302,-
12,-6.260955,-
13,-0.833296,-
14,0.962687,-
15,-0.910813,-
16,1.181804,-
17,-3.013018,-
18,-5.341047,-
19,-4.666827,-
20,-2.480794,-
21,5.348605,-
22,-2.343375,-
23,-0.859101,-
24,-3.073456,-
25,0.242981,-
26,-5.004002,-
27,-5.413276,-
28,0.145967,-
29,-1.173773,-
30,3.60979,-
31,-3.783647,-
32,1.495504,-
33,2.623399,-
34,4.626817,-
35,3.976919,-
36,3.769412,-
37,18.036929,-
38,100,Daño
39,12.466304,-
40,15.722967,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
