Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,46.204815,-
6,46.22287,-
7,60.935532,Daño
8,60.940795,Daño
9,34.671675,-
10,32.809192,-
11,34.671786,-
12,16.19381,-
13,36.601422,-
14,36.607816,-
15,26.772959,-
16,26.778636,-
17,22.659157,-
18,27.659514,-
19,22.659171,-
20,24.13122,-
21,31.083447,-
22,35.147007,-
23,35.160072,-
24,31.07546,-
25,9.957964,-
26,53.689691,Daño
27,9.95806,-
28,21.999322,-
29,59.675377,Daño
30,59.69043,Daño
31,6.363258,-
32,6.439996,-
33,8.069085,-
34,74.694459,Daño
35,8.069075,-
36,14.472609,-
37,99.991775,Daño
38,100,Daño
39,13.651971,-
40,13.671755,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
